Timestamp, RX_Bytes, TX_Bytes
1734977500, 0, 0
1734977501, 89504, 82222
1734977502, 109300, 225149
1734977503, 134576, 242473
1734977504, 176210794, 348423337
1734977505, 264177704, 530067816
1734977506, 276991490, 902452368
1734977507, 440506068, 1258967067
1734977508, 793347784, 1771716903
1734977509, 969228792, 2278378852
1734977510, 1145535266, 2602773053
1734977511, 1321748856, 3188184999
1734977512, 1674061290, 3802335628
1734977513, 1876727699, 4180439846
1734977514, 2204404374, 4840735776
1734977515, 2292466450, 5066319045
1734977516, 2644763773, 5682069473
1734977517, 2873441316, 6214936371
1734977518, 2997296056, 6692118944
1734977519, 3173498297, 7101441115
1734977520, 3438286289, 7709168828
1734977521, 3614299164, 8148068877
1734977522, 3702471478, 8410517280
1734977523, 3702539106, 8454455362
1734977524, 3702592426, 8454500858
