Timestamp, RX_Bytes, TX_Bytes
1740382515, 0, 0
1740382516, 52017, 29354
1740382517, 97076855, 262951203
1740382518, 305900194, 806574507
1740382519, 402813938, 1027959834
1740382520, 426370641, 1099875627
1740382521, 438281686, 1132484666
1740382522, 438328074, 1132506452
1740382523, 466379535, 1199845106
1740382524, 647497503, 1660489587
1740382525, 803287961, 2049731999
1740382526, 815225418, 2076380744
1740382527, 824106502, 2116002301
1740382528, 859366501, 2196565772
1740382529, 900422052, 2285806998
1740382530, 906334584, 2303409689
1740382531, 906349030, 2303422861
1740382532, 906407506, 2303458759
1740382533, 906450910, 2303538791
1740382534, 906520930, 2303587013
1740382535, 906543468, 2303606863
1740382536, 906590954, 2303627935
1740382537, 906613790, 2303649809
1740382538, 906649274, 2303699887
1740382539, 906679452, 2303728085
1740382540, 906724424, 2303768390
1740382541, 906744156, 2303786270
1740382542, 906794980, 2303812900
