Timestamp, RX_Bytes, TX_Bytes
1734993448, 0, 0
1734993449, 52530, 45050
1734993450, 75446, 68308
1734993451, 95518, 89136
1734993452, 305019, 133796130
1734993453, 547986, 297614865
1734993454, 849627, 509165700
1734993455, 1158111, 729482121
1734993456, 89162406, 939122547
1734993457, 93374422, 1103899903
1734993458, 177619548, 1369936054
1734993459, 177995909, 1628315961
1734993460, 178350535, 1855087269
1734993461, 178707385, 2112765464
1734993462, 179040536, 2319502735
1734993463, 179425156, 2576649014
1734993464, 179697160, 2761420322
1734993465, 355671573, 3112937295
1734993466, 690032725, 3573879361
1734993467, 883801742, 4070429777
1734993468, 971752371, 4289592075
1734993469, 1059851362, 4617121928
1734993470, 1060281116, 4919042498
1734993471, 1060473030, 5006956973
1734993472, 1060518031, 5029408421
