Timestamp, RX_Bytes, TX_Bytes
1734749675, 0, 0
1734749676, 0, 0
1734749677, 5032, 5016
1734749678, 45216341, 88044510
1734749679, 352386933, 572367750
1734749680, 617266695, 1165585482
1734749681, 687831306, 1275408805
1734749682, 793181460, 1611733548
1734749683, 969449722, 1958310009
1734749684, 1182574810, 2297866032
1734749685, 1323689256, 2677749664
1734749686, 1412325777, 2929750397
1734749687, 1500428471, 3165555430
1734749688, 1500701912, 3385457580
1734749689, 1589387857, 3561040683
1734749690, 1615522302, 3670962943
1734749691, 1765444127, 4000656230
1734749692, 2008217526, 4220516600
1734749693, 2395065036, 4813648835
1734749694, 2735657389, 5384429757
1734749695, 2888560559, 5867849174
1734749696, 3000926625, 6240894975
1734749697, 3078569225, 6311824722
1734749698, 3176752839, 6657788448
1734749699, 3265283966, 6859492417
1734749700, 3347598809, 7009705584
1734749701, 3604718960, 7294443532
1734749702, 3726435516, 7603728892
1734749703, 4041123363, 8048030310
1734749704, 4145987528, 8394334959
1734749705, 4200407282, 8636611959
1734749706, 4322011700, 8943779258
1734749707, 4409992575, 9163274592
1734749708, 4564374382, 9229552816
1734749709, 4764640547, 9756406130
1734749710, 4764659583, 9756424858
1734749711, 4764664453, 9756429728
1734749712, 4764669855, 9756443002
1734749713, 4764674497, 9756447644
1734749714, 4764762629, 9756535554
1734749715, 4764775157, 9756560702
1734749716, 4764782751, 9756567158
1734749717, 4764797073, 9756589048
