Timestamp, RX_Bytes, TX_Bytes
1736262597, 0, 0
1736262598, 13866, 12987
1736262599, 73444671, 142954661
1736262600, 149457826, 306610207
1736262601, 188305748, 407313922
1736262602, 215969830, 497973163
1736262603, 278727771, 639650824
1736262604, 393496584, 834106899
1736262605, 437210860, 936404236
1736262606, 437217482, 936410661
1736262607, 437229802, 936461563
1736262608, 437240454, 936472940
1736262609, 437289864, 936522293
1736262610, 437303818, 936552641
1736262611, 437313886, 936561950
1736262612, 437341364, 936628532
