Timestamp, RX_Bytes, TX_Bytes
1735055593, 3864, 0
1735055594, 102819, 75716
1735055595, 249316, 415872
1735055596, 285998, 440484
1735055597, 195846201, 273328860
1735055598, 529088211, 657706645
1735055599, 753209742, 1189203418
1735055600, 1152213402, 1914083537
1735055601, 1328691755, 2235538311
1735055602, 1594160570, 2651708695
1735055603, 1770280316, 3169224107
1735055604, 1858417440, 3470477803
1735055605, 2123084164, 3983260560
1735055606, 2388712884, 4407569763
1735055607, 2652592528, 4942964134
1735055609, 2917124267, 5305434818
1735055610, 3183169144, 5872098637
1735055611, 3359499722, 6150067523
1735055612, 3537357327, 6621301578
1735055613, 3625365508, 6840934020
1735055614, 4062406018, 7443837517
1735055615, 4220833550, 7939926352
1735055616, 4419271575, 8375996508
1735055617, 4507438914, 8600905008
1735055618, 4772842537, 8939436799
1735055619, 4772925947, 8973267095
