Timestamp, RX_Bytes, TX_Bytes
1742097132, 0, 0
1742097133, 148517, 135084
1742097134, 120684001, 244021713
1742097135, 310589470, 637031574
1742097136, 316282729, 649693423
1742097137, 316477898, 649879564
1742097138, 493208056, 1013526258
1742097139, 626308328, 1303753564
1742097140, 626402085, 1303774529
1742097141, 626476850, 1303863995
1742097142, 626519621, 1303893682
1742097143, 626614880, 1303974901
