Timestamp, RX_Bytes, TX_Bytes
1736261435, 0, 0
1736261436, 21619, 21186
1736261437, 13588514, 50230262
1736261438, 20316221, 107888743
1736261439, 33732117, 170620326
1736261440, 53636524, 240414872
1736261441, 63642800, 297144547
1736261442, 93451203, 383562782
1736261443, 119924724, 456744202
1736261444, 133228282, 513496129
1736261445, 163122991, 594358994
1736261446, 189623011, 669159279
1736261447, 199596747, 687841410
1736261448, 199625820, 687908322
1736261449, 199646105, 687928706
1736261450, 199677288, 687959614
