Timestamp, RX_Bytes, TX_Bytes
1736261435, 0, 0
1736261436, 5550, 41691
1736261437, 6710320, 49224928
1736261438, 21007016, 101491622
1736261439, 30986759, 135888729
1736261440, 34846582, 160938092
1736261441, 38301482, 200102843
1736261442, 44988669, 240873386
1736261443, 45069709, 267342181
1736261444, 61831408, 317914839
1736261445, 65195294, 353800203
1736261446, 75201606, 394871629
1736261447, 81841840, 410276827
1736261448, 81857454, 410291641
1736261449, 81894336, 410346517
1736261450, 81909122, 410360498
