Timestamp, RX_Bytes, TX_Bytes
1736676393, 0, 0
1736676394, 28004, 26048
1736676395, 84973, 111974
1736676396, 65199723, 111992240
1736676397, 137409335, 240989291
1736676398, 195680417, 372839529
1736676399, 249485760, 497326605
1736676400, 308744386, 646629482
1736676401, 364475836, 770346432
1736676402, 416726503, 884138008
1736676403, 461556090, 977519684
1736676404, 500534371, 1068724739
1736676405, 554836352, 1190760038
1736676406, 601233761, 1295290460
1736676407, 634990392, 1373344387
1736676408, 635005104, 1373357869
1736676409, 635059520, 1373459251
1736676410, 635087469, 1373485527
1736676411, 635128890, 1373553527
1736676412, 635172016, 1373630521
