Timestamp, RX_Bytes, TX_Bytes
1740389258, 0, 0
1740389259, 52195, 25129
1740389260, 116353542, 237001897
1740389261, 384571419, 789137180
1740389262, 496928057, 1045040202
1740389263, 517746312, 1101063531
1740389264, 526705168, 1123281775
1740389265, 526749060, 1123312597
1740389266, 544515138, 1163821800
1740389267, 761728709, 1585820367
1740389268, 996611948, 2034487795
1740389269, 1031866468, 2101881709
1740389270, 1046564356, 2122970044
1740389271, 1085718445, 2200465938
1740389272, 1118038358, 2265015020
1740389273, 1144500920, 2322216970
1740389274, 1144533406, 2322247510
1740389275, 1144570436, 2322264270
1740389276, 1144594356, 2322283510
1740389277, 1144646396, 2322362292
1740389278, 1144690048, 2322405992
1740389279, 1144737310, 2322427822
1740389280, 1144755652, 2322462784
1740389281, 1144814668, 2322497802
1740389282, 1144827242, 2322560524
1740389283, 1144885543, 2322597648
1740389284, 1144907494, 2322617918
1740389285, 1144976760, 2322660918
