Timestamp, RX_Bytes, TX_Bytes
1740383550, 0, 228
1740383551, 19509, 76080
1740383552, 72735549, 157267998
1740383553, 311659760, 712644591
1740383554, 542655690, 1180194889
1740383555, 586840343, 1279707852
1740383556, 630922493, 1360276142
1740383557, 630945035, 1360368866
1740383558, 631043141, 1360458558
1740383559, 766247070, 1660748407
1740383560, 1015859360, 2205438695
1740383561, 1119105031, 2419385522
1740383562, 1122117189, 2430153124
1740383563, 1160242137, 2514626382
1740383564, 1189767176, 2591189500
1740383565, 1201621316, 2639752988
1740383566, 1201684300, 2639792420
1740383567, 1201705788, 2639884201
1740383568, 1201749906, 2639906579
1740383569, 1201783241, 2640044495
1740383570, 1201828615, 2640062615
1740383571, 1201852675, 2640140547
1740383572, 1201895961, 2640159567
1740383573, 1201920239, 2640237905
1740383574, 1201993733, 2640335917
1740383575, 1202009695, 2640404411
1740383576, 1202063193, 2640433541
