Timestamp, RX_Bytes, TX_Bytes
1734784115, 0, 0
1734784116, 38436, 38296
1734784117, 47720, 47580
1734784118, 274257, 154184180
1734784119, 88953303, 462217527
1734784120, 441790924, 953139984
1734784121, 442106129, 1232315743
1734784122, 442393630, 1466004668
1734784123, 442697196, 1680887141
1734784124, 531227612, 2009368554
1734784125, 883217662, 2486156589
1734784126, 883616820, 2817646783
1734784127, 883963386, 3074818447
1734784128, 884204066, 3292130384
1734784129, 884538533, 3501709911
1734784130, 884819243, 3744897214
1734784131, 1062686221, 4172457315
1734784132, 1063021222, 4478687135
1734784133, 1063286446, 4701276385
1734784134, 1063560897, 4913557172
1734784135, 1063851240, 5134576389
1734784136, 1064105278, 5324148555
1734784137, 1064239014, 5420494199
1734784138, 1064248562, 5420509173
1734784139, 1064253956, 5420532453
1734784140, 1064276700, 5420554271
1734784141, 1064309260, 5420586897
