Timestamp, RX_Bytes, TX_Bytes
1740387189, 0, 0
1740387190, 1771173, 148237
1740387191, 744142267, 701977537
1740387192, 2059277106, 2018314581
1740387193, 2529811908, 2501157413
1740387194, 2689336424, 2672809167
1740387195, 2763005030, 2762706195
1740387197, 2763040089, 2762717386
1740387198, 2935015485, 2932254335
1740387199, 4011023033, 3968693319
1740387200, 4868147832, 4860591514
1740387201, 4960574263, 4960268869
1740387202, 5013368438, 4998781991
1740387203, 5200966572, 5179316357
1740387204, 5382557302, 5364093796
1740387205, 5510211951, 5509740111
1740387206, 5510219499, 5509746500
1740387207, 5510251858, 5509756019
1740387208, 5510261375, 5509766976
1740387209, 5510290953, 5509772550
1740387210, 5510297621, 5509780310
1740387211, 5510329899, 5509787490
1740387212, 5510339904, 5509815344
