Timestamp, RX_Bytes, TX_Bytes
1734763765, 0, 0
1734763766, 80358, 86797
1734763767, 112918, 231277
1734763768, 123837, 242069
1734763769, 347783, 176641897
1734763770, 667980, 471006003
1734763771, 89332309, 767453756
1734763772, 178317264, 1159881929
1734763773, 178573284, 1343462683
1734763774, 178946172, 1600855072
1734763775, 267358823, 1973081123
1734763776, 331776122, 2232572723
1734763777, 444558383, 2695852667
1734763778, 532683929, 3058477213
1734763779, 621037728, 3473293912
1734763780, 744349912, 3845367498
1734763781, 885577920, 4293966299
1734763782, 885949936, 4558328017
1734763783, 912236811, 4737359136
1734763784, 975029544, 5064234773
1734763785, 975481122, 5388519898
1734763786, 975735925, 5559970594
1734763787, 1063815660, 5897072796
1734763788, 1063960420, 5990018384
1734763789, 1064078771, 6055924130
1734763790, 1064125270, 6077877270
1734763791, 1064152924, 6077900928
1734763792, 1064184258, 6077925562
1734763793, 1064195128, 6077935970
1734763794, 1064218616, 6077967827
1734763795, 1064281434, 6078030339
