Timestamp, RX_Bytes, TX_Bytes
1736259087, 0, 0
1736259088, 8913924, 236037
1736259089, 150527084, 3506062
1736259090, 297804341, 6951179
1736259091, 393443821, 9209115
1736259092, 509390416, 11896916
1736259093, 619135782, 14497847
1736259094, 702950953, 16428919
1736259095, 809872776, 18881763
1736259096, 917689024, 21350696
1736259097, 1053963724, 24505006
1736259098, 1054003665, 24520353
1736259099, 1054012431, 24528943
1736259100, 1054051190, 24558793
1736259101, 1054060750, 24567187
1736259102, 1054096530, 24576739
1736259103, 1054111525, 24683104
