Timestamp, RX_Bytes, TX_Bytes
1736676923, 0, 0
1736676924, 35080, 6726
1736676925, 189538648, 4469472
1736676926, 488060033, 11428734
1736676927, 760210568, 17692406
1736676928, 1014835467, 23707617
1736676929, 1265657880, 29610512
1736676930, 1587025895, 36942910
1736676931, 1850592962, 43038382
1736676932, 2101588722, 48747036
1736676933, 2110370201, 48936119
1736676934, 2110405267, 48942677
1736676935, 2110410057, 48950759
1736676936, 2110448234, 48961358
1736676937, 2110457411, 48970913
1736676938, 2110492653, 48978325
