Timestamp, RX_Bytes, TX_Bytes
1735067938, 0, 0
1735067939, 32490, 27519
1735067940, 100758, 265783
1735067941, 138465, 22412071
1735067942, 178520963, 375024373
1735067943, 178692821, 479752083
1735067944, 178848593, 578186066
1735067945, 179032163, 684665864
1735067946, 267121849, 970681491
1735067947, 356372185, 1226930441
1735067948, 444139611, 1499064705
1735067949, 533112919, 1675605041
1735067950, 710407195, 2075084345
1735067951, 798386142, 2396301736
1735067952, 886914341, 2619316490
1735067953, 887214834, 2884879031
1735067954, 887323177, 2948279548
1735067955, 887467070, 3042674988
1735067956, 976063925, 3259937646
1735067957, 976250825, 3359371348
1735067958, 976368110, 3435546796
1735067959, 1064320817, 3676845965
1735067960, 1064597724, 3875472337
1735067961, 1152563950, 4133710675
1735067962, 1152813329, 4301772120
1735067963, 1483590372, 4711564193
1735067964, 1571864517, 4973900738
1735067965, 1681701975, 5251472431
1735067966, 1681874514, 5371051003
1735067967, 1858746381, 5712979732
1735067968, 2123449069, 6191381265
1735067969, 2211436483, 6355562343
1735067970, 2298316160, 6559275830
1735067971, 2387408437, 6875761550
1735067972, 2563748412, 7101370081
1735067973, 2564001456, 7350880117
1735067974, 2564092260, 7394983010
1735067975, 2652487678, 7526909516
1735067976, 2652520138, 7526988098
1735067977, 2652572938, 7527046112
1735067978, 2652590994, 7527110114
1735067979, 2652609894, 7527130106
