Timestamp, RX_Bytes, TX_Bytes
1734755821, 0, 0
1734755822, 27348, 19736
1734755823, 57270, 166847
1734755824, 117242, 219779
1734755825, 244780499, 319613222
1734755826, 527815519, 743179631
1734755827, 833738658, 1275849520
1734755828, 1220370095, 1978361360
1734755829, 1409398684, 2439940719
1734755830, 1762661676, 2968951386
1734755831, 1850887244, 3397976260
1734755832, 1851279553, 3687297910
1734755833, 2149544813, 4192438660
1734755834, 2518761939, 4642831486
1734755835, 2643176877, 5167493847
1734755836, 2907847715, 5652318297
1734755837, 3130858624, 5995658056
1734755838, 3436122921, 6653223022
1734755839, 3524088018, 6861551985
1734755841, 3671134351, 7125104579
1734755842, 4215686564, 7895901708
1734755843, 4493103018, 8511960525
1734755844, 4758689694, 9128134693
1734755845, 4758875586, 9236099175
1734755846, 4758901004, 9236150379
1734755847, 4758921072, 9236162377
1734755848, 4758957588, 9236198617
1734755849, 4758992680, 9236226945
1734755850, 4759021420, 9236253185
1734755851, 4759074048, 9236305839
