Timestamp, RX_Bytes, TX_Bytes
1740378919, 0, 0
1740378920, 74533, 55071
1740378921, 98832114, 245271884
1740378922, 394916913, 893598869
1740378923, 504042061, 1151077015
1740378924, 536377356, 1226202269
1740378925, 554299155, 1268649457
1740378926, 554360547, 1268693582
1740378927, 560347116, 1284978261
1740378928, 769382513, 1754320154
1740378929, 974528313, 2226806968
1740378930, 998270290, 2279735962
1740378931, 1024780545, 2344324527
1740378932, 1068855312, 2427815794
1740378933, 1112873892, 2524419954
1740378934, 1115869114, 2533357119
1740378935, 1115890800, 2533376379
1740378936, 1115928590, 2533398082
1740378937, 1116037182, 2533474926
1740378938, 1116092220, 2533498256
1740378939, 1116139320, 2533562349
1740378940, 1116177992, 2533577725
1740378941, 1116192666, 2533590613
1740378942, 1116243800, 2533670779
1740378943, 1116270430, 2533695715
1740378944, 1116324932, 2533726041
1740378945, 1116354832, 2533754799
1740378946, 1116398800, 2533781960
