Timestamp, RX_Bytes, TX_Bytes
1734765721, 0, 0
1734765722, 121373, 48062
1734765723, 283257, 661154
1734765724, 393849, 700868
1734765725, 177755072, 163237810
1734765726, 265838380, 396615014
1734765727, 442492124, 716548640
1734765728, 442864848, 948010830
1734765729, 620832266, 1344307331
1734765730, 633404199, 1476092496
1734765731, 1063739427, 2175440340
1734765732, 1064089660, 2334432541
1734765733, 1152294495, 2576271637
1734765734, 1152586198, 2752388515
1734765735, 1240624000, 2994849687
1734765736, 1240880303, 3150069870
1734765737, 1594101129, 3677461915
1734765738, 1682299097, 3895834591
1734765739, 1771423786, 4126126965
1734765740, 1854063167, 4406948463
1734765741, 1860045788, 4803301041
1734765742, 1860342650, 4979883572
1734765743, 2039265572, 5397293375
1734765744, 2039592630, 5589461034
1734765745, 2127537241, 5815431380
1734765746, 2127630819, 5815452222
1734765747, 2127710497, 5815544910
1734765748, 2127826509, 5815611784
1734765749, 2127881967, 5815679084
1734765750, 2127988955, 5815726794
