Timestamp, RX_Bytes, TX_Bytes
1740372185, 0, 0
1740372186, 39270, 13546
1740372187, 54446743, 115689229
1740372188, 276310446, 544998724
1740372189, 485221376, 978906608
1740372190, 579303763, 1176647635
1740372191, 617499353, 1252936095
1740372192, 658808134, 1343938318
1740372193, 658822309, 1344007882
1740372194, 688829884, 1405024015
1740372195, 897665394, 1808902457
1740372196, 1069589644, 2169792207
1740372197, 1174071807, 2395638453
1740372198, 1174127426, 2395673339
1740372199, 1191761862, 2430923738
1740372200, 1227063822, 2501353136
1740372201, 1274076043, 2598072161
1740372202, 1303653957, 2661286724
1740372203, 1303691918, 2661379622
1740372204, 1303756808, 2661445644
1740372205, 1303787062, 2661529160
1740372206, 1303852542, 2661569472
1740372207, 1303904653, 2661668634
1740372208, 1303921442, 2661686840
1740372209, 1303958204, 2661779506
1740372210, 1303981484, 2661801256
1740372211, 1304039516, 2661888392
