Timestamp, RX_Bytes, TX_Bytes
1736674120, 0, 66
1736674121, 35216, 26811
1736674122, 184420463, 4445348
1736674123, 452212834, 10795529
1736674124, 704673908, 16615968
1736674125, 962108917, 22439695
1736674126, 1247635827, 29177143
1736674127, 1503365883, 35095153
1736674128, 1736013899, 40478682
1736674129, 1981868044, 46184307
1736674130, 2110382289, 48962089
1736674131, 2110417217, 48970481
1736674132, 2110428281, 48979229
1736674133, 2110463917, 48988528
1736674134, 2110472389, 48995608
1736674135, 2110512579, 49013622
1736674136, 2110521117, 49021520
