Timestamp, RX_Bytes, TX_Bytes
1736674120, 0, 0
1736674121, 16413, 15028
1736674122, 31911582, 79337560
1736674123, 138955463, 317398880
1736674124, 257215722, 552467624
1736674125, 341507112, 764592155
1736674126, 434126003, 970337109
1736674127, 522795671, 1176975116
1736674128, 614874546, 1388860760
1736674129, 721680214, 1621075120
1736674130, 794447860, 1768727734
1736674131, 794464000, 1768742076
1736674132, 794476742, 1768754338
1736674133, 794530014, 1768846650
1736674134, 794563162, 1768879716
1736674135, 794574985, 1768891192
