Timestamp, RX_Bytes, TX_Bytes
1736674120, 0, 66
1736674121, 37964, 13628
1736674122, 162473971, 3931121
1736674123, 425872715, 10188330
1736674124, 711193943, 16870868
1736674125, 968489675, 22809186
1736674126, 1155104647, 27294380
1736674127, 1431993576, 33750587
1736674128, 1721089121, 40479744
1736674129, 1976549301, 46373066
1736674130, 2108231007, 49289971
1736674131, 2108269633, 49303627
1736674132, 2108276555, 49310064
1736674133, 2108311765, 49317165
1736674134, 2108318597, 49325825
1736674135, 2108351915, 49331835
