Timestamp, RX_Bytes, TX_Bytes
1734760315, 0, 3030
1734760316, 30034, 37568
1734760317, 59952, 178294
1734760318, 77804, 194784
1734760319, 247580724, 296473484
1734760320, 441281499, 725340007
1734760321, 620106675, 1147449370
1734760322, 885229260, 1781901624
1734760323, 1415148658, 2561593649
1734760324, 1679169621, 3088384428
1734760325, 1855224663, 3474449766
1734760326, 2272074301, 4134985460
1734760327, 2485379419, 4685302692
1734760328, 2914531012, 5446577149
1734760329, 3533122169, 6277893705
1734760330, 3709362465, 6829016036
1734760331, 4166746831, 7650944954
1734760332, 4697722264, 8299568258
1734760333, 5156133537, 8938797473
1734760334, 5304939072, 9319921839
1734760335, 5716183978, 10027991087
1734760336, 5923011485, 10607190911
1734760337, 6277626470, 11181531213
1734760338, 6365709983, 11474326281
1734760339, 6365760991, 11474367341
1734760340, 6365783911, 11474401747
