Timestamp, RX_Bytes, TX_Bytes
1736318204, 0, 0
1736318205, 34135, 33860
1736318206, 6751690, 60200229
1736318207, 45958707, 170750581
1736318208, 79539767, 265895289
1736318209, 125077744, 383498255
1736318210, 145759380, 473876240
1736318211, 159051828, 543065659
1736318212, 159101172, 555850790
1736318213, 159121123, 555871028
1736318214, 159135900, 555960651
1736318215, 159162437, 555987019
1736318216, 159193666, 556017867
1736318217, 159221067, 556044533
1736318218, 159259561, 556082609
1736318219, 159281364, 556159191
