Timestamp, RX_Bytes, TX_Bytes
1736318204, 0, 0
1736318205, 7232, 6076
1736318206, 174156497, 4007253
1736318207, 342463675, 8065327
1736318208, 540835037, 12661168
1736318209, 741752101, 17375009
1736318210, 894821854, 21008198
1736318211, 1053334882, 24624582
1736318212, 1055364697, 24713156
1736318213, 1055397193, 24721068
1736318214, 1055407388, 24731437
1736318215, 1055440446, 24737615
1736318216, 1055450097, 24747722
1736318217, 1055485153, 24755126
1736318218, 1055492779, 24783982
1736318219, 1055527930, 24793569
