Timestamp, RX_Bytes, TX_Bytes
1736318203, 566, 0
1736318204, 63583, 89640
1736318205, 26926470, 30007342
1736318206, 179372619, 269855153
1736318207, 283290441, 456035882
1736318208, 412191151, 660787622
1736318209, 530596081, 865994145
1736318210, 626158773, 1025267290
1736318211, 714707314, 1187841358
1736318212, 714759716, 1187885970
1736318213, 714802294, 1187957878
1736318214, 714836179, 1187990034
1736318215, 714880298, 1188091202
1736318216, 714911870, 1188121358
1736318217, 714988534, 1188224206
