Timestamp, RX_Bytes, TX_Bytes
1736318204, 0, 0
1736318205, 20041646, 409324
1736318206, 218401281, 5031336
1736318207, 409605657, 9573359
1736318208, 579808851, 13566499
1736318209, 768613973, 17931668
1736318210, 904737083, 21213093
1736318211, 1054044477, 24670300
1736318212, 1054062178, 24682976
1736318213, 1054097170, 24691054
1736318214, 1054106222, 24700488
1736318215, 1054143405, 24712759
1736318216, 1054151811, 24719515
1736318217, 1054191260, 24733400
1736318218, 1054199870, 24740772
1736318219, 1054234040, 24750668
1736318220, 1054246209, 24781572
