Timestamp, RX_Bytes, TX_Bytes
1735068303, 0, 0
1735068304, 852, 29517
1735068305, 10406, 39035
1735068306, 98723, 64184165
1735068307, 176767551, 462227849
1735068308, 392367827, 751373181
1735068309, 617954983, 1385964661
1735068310, 764910911, 1601087227
1735068311, 1003395833, 2220776948
1735068312, 1216757634, 2616163304
1735068313, 1324584210, 3161066693
1735068314, 1615804004, 3501238577
1735068315, 1677604824, 4087703211
1735068316, 2008181266, 4529304783
1735068317, 2043412297, 4969432060
1735068318, 2206776960, 5451996341
1735068319, 2294739201, 5721970359
1735068320, 2735544298, 6356927483
1735068321, 2981650101, 6752623904
1735068322, 3547553116, 7255662154
1735068323, 3793008281, 7969775497
1735068324, 3959911003, 8526621811
1735068325, 4411629666, 9167511275
1735068326, 4630073654, 9653008759
1735068327, 4763856531, 10019579017
1735068328, 4763861761, 10019584165
1735068329, 4763874301, 10019604305
1735068330, 4763874463, 10019604533
1735068331, 4763912067, 10019642027
1735068332, 4763912067, 10019642027
1735068333, 4763922103, 10019671869
1735068334, 4763945735, 10019703651
