Timestamp, RX_Bytes, TX_Bytes
1736678802, 0, 0
1736678803, 37052, 37552
1736678804, 62990025, 69648425
1736678805, 201200801, 308511286
1736678806, 327992563, 547462986
1736678807, 458746437, 786420171
1736678808, 585484096, 1025251857
1736678809, 706651886, 1264250118
1736678810, 833821011, 1503200823
1736678811, 874981680, 1687042377
1736678812, 874987258, 1687063053
1736678813, 875006140, 1687081437
1736678814, 875016866, 1687092301
1736678815, 875033536, 1687107339
1736678816, 875060044, 1687133441
1736678817, 875065856, 1687153997
