Timestamp, RX_Bytes, TX_Bytes
1736678803, 0, 0
1736678804, 6280, 5048
1736678805, 148406300, 3447123
1736678806, 473810333, 10957082
1736678807, 776779096, 17930764
1736678808, 1162480777, 26732925
1736678809, 1430405689, 33004528
1736678810, 1696502595, 39186767
1736678811, 1977810800, 45573060
1736678812, 2108530703, 48701696
1736678813, 2108563035, 48707792
1736678814, 2108569711, 48713140
1736678815, 2108602899, 48722600
1736678816, 2108614812, 48733610
1736678817, 2108650023, 48743304
1736678818, 2108656627, 48749368
