Timestamp, RX_Bytes, TX_Bytes
1736678803, 0, 0
1736678804, 9298, 8826
1736678805, 299326010, 6688531
1736678806, 596887588, 13602493
1736678807, 824486247, 18823066
1736678808, 1062937690, 24277271
1736678809, 1384195930, 31496359
1736678810, 1676566427, 38240588
1736678811, 1942222924, 44223594
1736678812, 2110939245, 47928317
1736678813, 2110973739, 47936087
1736678814, 2110983403, 47945081
1736678815, 2111019625, 47953611
1736678816, 2111034629, 47973049
1736678817, 2111068961, 47980657
1736678818, 2111077433, 47987803
1736678819, 2111111735, 47996031
