Timestamp, RX_Bytes, TX_Bytes
1736675109, 0, 0
1736675110, 15012, 69814
1736675111, 79958, 107094
1736675112, 92594780, 198925613
1736675113, 202974650, 421921855
1736675114, 315934411, 638879458
1736675115, 416302659, 866869663
1736675116, 509117747, 1066010486
1736675117, 596117486, 1261553792
1736675118, 685271312, 1443523318
1736675119, 715036913, 1506704700
1736675120, 715051805, 1506774108
1736675121, 715100207, 1506793928
1736675122, 715131147, 1506917498
1736675123, 715197371, 1506956310
