Timestamp, RX_Bytes, TX_Bytes
1736675109, 0, 24104
1736675110, 207636, 79288
1736675111, 292169, 247912
1736675112, 100500201, 181653995
1736675113, 225654522, 420221876
1736675114, 339693231, 653378885
1736675115, 477397120, 898825545
1736675116, 629153767, 1173716168
1736675117, 782104909, 1431060950
1736675118, 899315363, 1685776770
1736675119, 953551149, 1848624275
1736675120, 953663779, 1848648303
1736675121, 953717470, 1848794523
1736675122, 953902943, 1848867527
1736675123, 954014087, 1849041379
