Timestamp, RX_Bytes, TX_Bytes
1742096810, 108, 66
1742096811, 94050220, 299945
1742096812, 621656109, 996095
1742096813, 1057474922, 1546724
1742096814, 1057508672, 1572858
1742096815, 1134454315, 1825622
1742096816, 1633257655, 2482631
1742096817, 2075155226, 3044777
1742096818, 2114991817, 3101041
1742096819, 2115002202, 3111208
1742096820, 2115040210, 3172910
1742096821, 2115059186, 3187588
1742096822, 2115104196, 3201808
1742096823, 2115122168, 3210902
1742096824, 2115158072, 3238199
1742096825, 2115175134, 3250569
1742096826, 2115214706, 3267972
1742096827, 2115236101, 3311580
1742096828, 2115270285, 3323728
