Timestamp, RX_Bytes, TX_Bytes
1742096810, 0, 0
1742096811, 88556, 171088
1742096812, 99910821, 292232914
1742096813, 155265983, 484464856
1742096814, 157453197, 498686947
1742096815, 160724472, 505015084
1742096816, 225558303, 719633361
1742096817, 290945666, 934036126
1742096818, 306344754, 982442537
1742096819, 306373867, 982469486
1742096820, 306414537, 982498065
1742096821, 306437131, 982588087
1742096822, 306462216, 982628223
1742096823, 306504315, 982652706
1742096824, 306551399, 982675493
1742096825, 306574101, 982714920
1742096826, 306618201, 982808222
1742096827, 306639427, 982828239
