Timestamp, RX_Bytes, TX_Bytes
1742096809, 0, 66
1742096810, 38401, 90380
1742096811, 57543214, 187628685
1742096812, 131955458, 422595640
1742096813, 143089375, 481413983
1742096814, 143118417, 481500523
1742096815, 215920337, 678395924
1742096816, 288288007, 913459740
1742096817, 307886902, 1007202228
1742096818, 307909461, 1007282786
1742096819, 307953116, 1007307144
1742096820, 307973753, 1007378995
1742096821, 307995339, 1007393816
1742096822, 308051817, 1007490765
1742096823, 308090744, 1007505087
1742096824, 308112221, 1007600098
1742096825, 308156215, 1007615535
1742096826, 308179528, 1007688261
