Timestamp, RX_Bytes, TX_Bytes
1742030152, 0, 0
1742030153, 46493, 58206
1742030154, 99569, 8666735
1742030155, 152007, 8690767
1742030156, 176018, 8766145
1742030157, 222812, 8784108
1742030158, 236098, 8893118
1742030159, 276792, 8910426
