Timestamp, RX_Bytes, TX_Bytes
1740370639, 0, 0
1740370640, 56274, 38226
1740370641, 64934503, 184712878
1740370642, 287671311, 729294582
1740370643, 432353534, 1122492967
1740370644, 470643909, 1223618092
1740370645, 485530453, 1282449903
1740370646, 485581539, 1282479105
1740370647, 485666321, 1282623753
1740370649, 573391958, 1568984739
1740370650, 729874254, 2054132898
1740370651, 803469117, 2247693940
1740370652, 803507976, 2247803387
1740370653, 827107805, 2319787124
1740370654, 862345458, 2404749756
1740370655, 897650836, 2488320539
1740370656, 900750948, 2498772584
1740370657, 900799340, 2498851366
1740370658, 900848537, 2498913325
1740370659, 900896665, 2498934457
1740370660, 900912017, 2498950135
1740370661, 900951887, 2498968177
1740370662, 900975833, 2499044875
1740370663, 901041499, 2499084645
1740370664, 901066067, 2499107237
1740370665, 901110037, 2499145221
1740370666, 901131609, 2499168355
1740370667, 901186616, 2499255679
