Timestamp, RX_Bytes, TX_Bytes
1736679528, 0, 0
1736679529, 42550, 70214
1736679530, 74478, 118495
1736679531, 115103818, 192377503
1736679532, 225607275, 431335815
1736679533, 354333014, 670194500
1736679534, 473745367, 909398925
1736679535, 574440188, 1148343913
1736679536, 683402423, 1387321105
1736679537, 805157789, 1626092402
1736679538, 919129924, 1864954630
1736679539, 954801154, 1976937069
1736679540, 954812112, 1976965036
1736679541, 954863246, 1977043630
1736679542, 954878672, 1977070126
