Timestamp, RX_Bytes, TX_Bytes
1740385629, 0, 0
1740385630, 35358223, 31621288
1740385631, 868708631, 817990146
1740385632, 2128974800, 2101367952
1740385633, 2548417826, 2532643170
1740385634, 2723185257, 2707700563
1740385635, 2762980006, 2762610742
1740385636, 2762992172, 2762623978
1740385637, 2939105961, 2936380023
1740385638, 4178714173, 4135938234
1740385639, 4960882209, 4960096537
1740385640, 4960896816, 4960108071
1740385641, 5066453160, 5035758155
1740385642, 5231739717, 5210000376
1740385643, 5413655637, 5388735020
1740385644, 5510585408, 5509597287
1740385645, 5510615836, 5509606049
1740385646, 5510627806, 5509619315
1740385647, 5510660242, 5509627963
1740385648, 5510666712, 5509633207
1740385649, 5510696382, 5509638715
1740385650, 5510702918, 5509646475
1740385651, 5510791215, 5509665792
